nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Lavandería aroma y frescura,77.427.295-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968122764,aromayfrescura@gmail.com,,https://www.facebook.com/107818955046161,,,laundromat,Puerto Montt,,"Avenida Isla Guar 4021 Panitao alto, Pje. Isla Guar 4021",no,0.944,https://explore.overturemaps.org/#197e3310-d0a3-4387-baf4-966dbb4b2dfe
Ferretería La Bomba Spa,77.338.954-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56652202188,ferreterialabombaspa@gmail.com,,https://www.facebook.com/933857986647368,,,hardware store,Puerto Varas,,La Bomba 110,no,0.946,https://explore.overturemaps.org/#b4c3fbe6-82ba-4f18-9151-060ee26d325d
Alykari,77.123.184-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992438909,karin@alykari.cl,,https://www.facebook.com/1473088476331908,,,beauty supply store,Frutillar,,Calle Cristino Winkler 437,no,0.192,https://explore.overturemaps.org/#63abe478-7fcc-4040-bda3-d36710438611
Librería de Fuego,77.644.364-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978704682,libreriadefuego@gmail.com,,https://www.facebook.com/116829704709515,,,bookstore,Frutillar,,Calle Pedro Montt 235,no,0.782,https://explore.overturemaps.org/#17998cc9-9116-4c48-88b6-3470966128bc
Costuras y bordados del sur,76.984.097-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967971017,costurasybordadosdelsur@gmail.com,,https://www.facebook.com/635837876848424,,,clothing store,Frutillar,,"esquina con - Los claveles, Isaias Emhart",no,0.478,https://explore.overturemaps.org/#d2bb610c-f542-4477-bce0-209a5a179273
Trenzado,78.016.201-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985905876,cotimacchia@gmail.com,,https://www.facebook.com/948978701623814,,,nursery and gardening store,Frutillar,,Calle Los Andes 32,no,0.229,https://explore.overturemaps.org/#fb3281e3-9f1a-489b-a634-1ce6c8f9c887
servicio automotriz maick,77.635.105-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954799590,automotrizmaick@gmail.com,,https://www.facebook.com/122107279040001881,,,automotive service,Frutillar,,al final de calle los perales,no,0.548,https://explore.overturemaps.org/#485aefa9-92fe-411a-a6f3-e69cc0d1f5eb
Fuente Frutillar,77.608.917-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56991811882,fuentefrutillar@gmail.com,,https://www.facebook.com/109760035193363,,,restaurant,Frutillar,,Avenida Bernardo Philippi 1065,no,0.911,https://explore.overturemaps.org/#0e7cd00e-3e98-49fd-a232-d2d60fb6ffab
Comercializadora Panitao,77.432.393-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56973069676,comercializadorapanitao@gmail.com,,https://www.facebook.com/101876098890678,,,warehouse club store,Puerto Montt,,"av. trapen, esquina isla ilsa maillen, s/n, Mercado Portal del Sur, local Nro. 12",no,0.559,https://explore.overturemaps.org/#8bb451d0-d1b0-4bb0-b868-ee103b36a9d9
JC Ventanas,77.937.423-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56990470316,jcventanasspa@gmail.com,,https://www.facebook.com/158337594025785,,,windows installation,Puerto Montt,,Condominio Lagunitas s/n,no,0.12,https://explore.overturemaps.org/#f36852f9-401b-43ce-8822-4dfa3d260692
Racer Car Spa.,78.210.108-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994202782,racercarspa@gmail.com,,https://www.facebook.com/101292588308758,,,automotive repair,Calbuco,,Isla Puluqui s/n,no,0.406,https://explore.overturemaps.org/#c52d613b-63f0-41f0-bce2-15efc78228da
Ferretería Tamayo,77.301.353-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986115802,ferreteriatamayo.pmtt@gmail.com,,https://www.facebook.com/103623125564662,,,hardware store,Puerto Montt,,,no,0.582,https://explore.overturemaps.org/#a73e0bc1-a443-41ae-9df4-bf27cce4efdf
Mobilio Diseño y Decoración,78.045.336-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988259237,lo_gomezg@hotmail.com,,https://www.facebook.com/208574479154050,,,furniture store,Puerto Montt,,Pje Punta Cucao,no,0.207,https://explore.overturemaps.org/#ce2363d3-1e41-44ab-8d2e-54125181257e
Veterinaria Puerta Sur,77.390.628-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998151632,veterinariapuertasur@gmail.com,,https://www.facebook.com/104321568556315,,,veterinarian,Puerto Montt,,Calle Capitán Ávalos 6071,no,0.923,https://explore.overturemaps.org/#43761b88-4f9e-43ea-ad01-10f1f2c76761
Alfa Centro De Entrenamiento,77.031.516-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961522829,centroentrenamientoalfa@gmail.com,,https://www.facebook.com/453523012065119,,,gym,Puerto Montt,,Unnamed Road,no,0.856,https://explore.overturemaps.org/#e2ec94a9-3e8d-4592-9319-946586619eb3
Montt Sushi,78.261.489-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56937760887,monttsushi25@gmail.com,,https://www.facebook.com/684020318120414,,,sushi restaurant,Puerto Montt,,Calle Puerto Almeyda 1101,no,0.26,https://explore.overturemaps.org/#e29b32ad-6ecf-4b5e-b718-904957ce7c2d
Crazy granel,77.037.137-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985565101,crazygranel@gmail.com,,https://www.facebook.com/2252603658285606,,,health food store,Puerto Montt,,Avenida Vicuña Mackenna 2082,no,0.659,https://explore.overturemaps.org/#b350b193-cc68-4825-8cdb-7c8853797489
Medkinesis,78.039.755-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961738069,medkinesis.pm@gmail.com,,https://www.facebook.com/113450394882051,,,,Puerto Montt,,Puerto Montt,no,0.153,https://explore.overturemaps.org/#bd3e730c-7168-4e2b-93c4-a0816629554a
Aurora Makeup,77.334.088-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968637914,luna.zuniga.mansilla54@gmail.com,,https://www.facebook.com/100108999465109,,,beauty supply store,Puerto Varas,,Calle San Pedro 317,no,0.181,https://explore.overturemaps.org/#3ba073aa-766d-45a5-a54b-2e331da4a5e2
Chocolate Tienda,77.725.655-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56996613395,chocolatetienda@gmail.com,,https://www.facebook.com/148208985216484,,,womens clothing store,Puerto Varas,,Calle Turismo 190,no,0.214,https://explore.overturemaps.org/#ced99e32-d66f-4b45-b6fb-abe4b6d1d1a5
Für Sie Boutique,78.035.736-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988907452,fursieboutique@gmail.com,,https://www.facebook.com/475603558966403,,,fashion boutique,Puerto Varas,,Calle García Moreno 255,no,0.283,https://explore.overturemaps.org/#16f523fa-b246-4b15-b73f-641c3739c8f9
Automóviles Sailer & Mora,77.665.562-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956296653,a.sailerymora@gmail.com,,https://www.facebook.com/103426461149431,,,automotive consultant,Puerto Varas,,Avenida Colón 204,no,0.479,https://explore.overturemaps.org/#95f1bcb4-ce0f-4668-86ae-d32d417d1b85
Boutique Franci Martínez,78.004.115-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56959613984,boutiquefrancimartinez@gmail.com,,https://www.facebook.com/451138058073948,,,womens clothing store,Puerto Varas,,Calle Andrés Bello 398,no,0.281,https://explore.overturemaps.org/#b0a93761-76af-4b0c-ac11-edd468d24b5d
Turismo Montt,77.545.376-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56977979545,turismomonttagencia@hotmail.com,,https://www.facebook.com/107886491431656,,,sightseeing tour agency,Puerto Varas,,Calle del Salvador 302,no,0.547,https://explore.overturemaps.org/#4bf96c5f-695f-4a7a-8b08-858c0424a51e
Planeta Mubaly,77.420.347-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948762301,jugueteriadidactica.mubaly@gmail.com,,https://www.facebook.com/102589112255224,,,toy store,Puerto Varas,,Calle Andrés Bello 462,no,0.502,https://explore.overturemaps.org/#3fb49c0e-76fa-4d1d-b403-af347083b103
Centro Aura,78.188.188-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56981623165,centroaurapv@gmail.com,,https://www.facebook.com/701065199761159,,,health care,Puerto Varas,,Calle San Ignacio 1100,no,0.142,https://explore.overturemaps.org/#1d843b1f-4b6a-493a-aeec-493a1f70f542
Turismo Rutas del sur,77.982.673-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956063993,contacto.rutasdelsurpv@gmail.com,,https://www.facebook.com/864368790082395,,,sightseeing tour agency,Puerto Varas,,Calle del Salvador 1059,no,0.345,https://explore.overturemaps.org/#bbd77ab6-721e-4410-8eeb-f2ed65380d58
Belarmar,77.654.948-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56652894592,contacto@belarmar.cl,,https://www.facebook.com/110886801796342,,,shopping,Puerto Montt,,Isla de Pascua 6113,no,0.908,https://explore.overturemaps.org/#b3b62bfc-44c1-4974-8eda-d4796b02f360
Cochamó Patagonia,77.960.735-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974885951,cochamopatagonia@gmail.com,,https://www.facebook.com/495110827611906,,,coffee shop,Puerto Montt,,Av. Archipielago Juan Fernandez 6170,no,0.856,https://explore.overturemaps.org/#8f06b449-7394-46a7-b3c7-a588133030ce
Reisy Mascotas,76.996.580-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963334667,reisy1058@gmail.com,,https://www.facebook.com/1796967310536683,,,pet store,Puerto Montt,,Avenida Los Notros 1576,no,0.707,https://explore.overturemaps.org/#8c0e2d5e-dc79-45b6-b077-4746a539e4c3
Chaofrizz spa,77.368.413-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56976536118,chaofrizzpm@gmail.com,,https://www.facebook.com/127743721378535,,,,Puerto Montt,,Calle Laguna Helada 1708,no,0.226,https://explore.overturemaps.org/#66d623b6-cbee-4a08-a5ed-be59f7e8bc19
Transportes Flores,77.369.469-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992935589,aridos.mflores@gmail.com,,https://www.facebook.com/467676596941650,,,freight and cargo service,Puerto Montt,,,no,0.347,https://explore.overturemaps.org/#eae33f59-a7f6-44ee-afa7-a99dea2c4ceb
YR Contabilidad,77.773.863-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56947487222,comprobantes@yrcontabilidad.cl,,https://www.facebook.com/1221066091279415,,,accountant,Llanquihue,,Calle Lago Todos Los Santos 158,no,0.321,https://explore.overturemaps.org/#661f467c-3111-4ea4-8d91-000f764585ce
PC Service Llanquihue,77.762.559-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950666533,pcservicellan@gmail.com,,https://www.facebook.com/954187104671495,,,it service and computer repair,Llanquihue,,Calle Manuel Antonio Matta 223,no,0.817,https://explore.overturemaps.org/#3e0233ee-8f36-4f9f-86dd-1266d23a523c
Muñecas de trapo,77.245.036-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948774309,mansillaoyarzocin@gmail.com,,https://www.facebook.com/1264022540360194,,,cafe,Llanquihue,,Avenida Vicente Pérez Rosales 212,no,0.58,https://explore.overturemaps.org/#b65642de-3b95-4589-8dac-b7c6e8ef614c
Criman Comercial,77.083.273-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56936658631,gerencia@criman.cl,,https://www.facebook.com/151305564729062,,,professional service,Puerto Montt,,Avenida Presidente Ibáñez 541,no,0.587,https://explore.overturemaps.org/#b220dfd2-3335-4be6-828a-5ce761b807e1
Café Berenisse,77.777.911-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56990356807,cafeberenissepm@gmail.com,,https://www.facebook.com/101669832996546,,,coffee shop,Puerto Montt,,Calle San Felipe 183,no,0.873,https://explore.overturemaps.org/#1ac0c9a3-363b-4712-b118-7bfa2fd43acc
Costura Popular Bosquemar,77.621.319-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56979016882,fernanda.vejar@dempuertomontt.cl,,https://www.facebook.com/102437691811322,,,sewing and alterations,Puerto Montt,,"Mauricio de la Parra, 1693",no,0.659,https://explore.overturemaps.org/#8dd3a312-ced4-4da6-acd7-df9907e4c621
Skinglow SPA,77.999.067-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56952084393,skinglowestetica.spa@gmail.com,,https://www.facebook.com/464321206770772,,,beauty salon,Puerto Montt,,Calle Quillota 152,no,0.279,https://explore.overturemaps.org/#69d0b338-07f3-46a7-b4cd-3adb21753399
Entrete Club,78.289.074-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56652275080,infoentreteclub@gmail.com,,https://www.facebook.com/299478607109017,,,swimming pool,Puerto Montt,,Manihual 285,no,0.983,https://explore.overturemaps.org/#68b8a373-2e69-4ca4-b46e-1b5a0fb958ec
Msbyte,77.300.283-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56951961850,msbyteservi@gmail.com,,https://www.facebook.com/107468198402218,,,it service and computer repair,Puerto Montt,,Avenida Sargento Silva 117,no,0.372,https://explore.overturemaps.org/#31a6d36f-a65a-4dc4-a9a6-de4081d8db13
Puerto Drone Topografía,77.072.947-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978415899,puertodronetopografia@gmail.com,,https://www.facebook.com/108404190906977,,,land surveying,Puerto Montt,,Pasaje Comau 104,no,0.16,https://explore.overturemaps.org/#35b494b5-2401-4bbe-ba05-cef6f66519bd
Automotora Andina,77.955.815-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56990503407,automotrizandina@gmail.com,,https://www.facebook.com/754429118270580,,,auto dealer,Puerto Montt,,Avenida Presidente Ibáñez 406,no,0.733,https://explore.overturemaps.org/#3c1f7e13-c8c7-4d4b-b9b8-0e8198ae4b0c
Constructora Azocar y Cia SPA,77.122.084-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949647724,constructoraazocarycia.spa20@gmail.com,,https://www.facebook.com/106855400932705,,,building or construction service,Puerto Montt,,Calle Benavente 405,no,0.363,https://explore.overturemaps.org/#eaa644be-cdf8-426f-854f-307d9078e1a4
Sur Sonrisas,77.722.459-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930510069,sursonrisas@gmail.com,,https://www.facebook.com/554535561078638,,,cosmetic dentistry,Puerto Montt,,Calle Benavente 405,no,0.221,https://explore.overturemaps.org/#4ebcaba2-c70e-4b78-aab2-2d938dacdf87
S&O Brokers,78.210.682-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56945939382,syobrokers@gmail.com,,https://www.facebook.com/730456833484694,,,real estate agent,Puerto Montt,,Calle Benavente 405,no,0.231,https://explore.overturemaps.org/#8b2c5a66-6181-461e-af16-9335f0667437
equilibrio vital spa,77.418.794-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999237777,equivitalspa@gmail.com,,https://www.facebook.com/105485328262512,,,health care,Puerto Montt,,Calle San Martín 230,no,0.474,https://explore.overturemaps.org/#03add29b-b275-4958-b5f9-d31b1514ee4a
Nova Odontologia,77.294.143-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56922159478,novaodontologiaspa@gmail.com,,https://www.facebook.com/106314068213008,,,dental clinic,Puerto Montt,,Calle Bernardo O'Higgins 306,no,0.863,https://explore.overturemaps.org/#94549ca7-e144-4c6e-bc62-7c042fb5ff44
ADMA Yoga Center,77.724.802-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987955355,admayogacenter@gmail.com,,https://www.facebook.com/100184176369457,,,yoga studio,Puerto Montt,,Calle Mañihual 193,no,0.526,https://explore.overturemaps.org/#4284999d-091d-47e4-b206-40a5381220a5
Farmacias Monaco,77.572.277-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56923854505,farmaciasmonacospa@gmail.com,,https://www.facebook.com/108421601928011,,,pharmacy,Puerto Montt,,Calle Benavente 327,no,0.89,https://explore.overturemaps.org/#bc9b143a-a0a9-4a14-a283-f820c250c451
Muévete Segura,78.260.789-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995769010,mujermuevetesegura@gmail.com,,https://www.facebook.com/110170718086284,,,health care,Puerto Montt,,Antonio Varas,no,0.226,https://explore.overturemaps.org/#db55b654-e937-4a39-99a3-4374580deee2
Tecnomax,77.401.095-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56958892755,tecnomaxspa@gmail.com,,https://www.facebook.com/107298495439486,,,,Puerto Montt,,Calle Antonio Varas 798,no,0.423,https://explore.overturemaps.org/#d478bc07-8ddf-4c60-aba2-556c6a853eaa
Joyas de la Rosa,77.179.254-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940523061,hola@joyasdelarosa.cl,,https://www.facebook.com/1532081077120937,,,costume store,Puerto Montt,,Avenida Diego Portales 651,no,0.43,https://explore.overturemaps.org/#9f555f5f-17f6-449a-96d7-6e2e509d32b9
Bella Piel Cosmetología,78.200.264-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930881878,bp.cosmetologia@gmail.com,,https://www.facebook.com/107292244641695,,,waxing,Puerto Montt,,Calle Talca 119,no,0.519,https://explore.overturemaps.org/#4843cb2e-f492-4261-afd9-d4024d46f592
Puerto Food,77.246.736-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999519226,puertofoodmaster@gmail.com,,https://www.facebook.com/101013191816266,,,food beverage distributor,Puerto Montt,,Calle Doctor Martín 453,no,0.861,https://explore.overturemaps.org/#9dc8bc78-77b3-4b62-b12b-7baf5615a387
