nombre_empresa,rubro,rut,confianza_rut,canal_contacto,telefono,email,instagram,facebook,tiktok,whatsapp,direccion,comuna,region,lat,lon,tiene_sitio_web,fuente
El Alto Canario,,,,red social,,,,https://www.facebook.com/groups/uniquetrees/posts/1228604264443909/?comment_id=1231190227518646&notif_id=1678901820437443&notif_t=group_comment_follow,,,,,,-33.544727,-70.688579,no,https://www.openstreetmap.org/node/8824710304
La Puerta Roja,restaurant,,,telefono,+56969064168,lapuertaroja537@gmail.com,,https://www.facebook.com/p/La-Puerta-Roja-100083331937247,,,San Pedro 537,Puerto Varas,Región de Los Lagos,-41.318405,-72.984031,no,https://www.openstreetmap.org/node/8914885178
Cabaña Carmela,,,,red social,,,,https://www.facebook.com/Caba%C3%B1as-R%C3%BAsticas-Aurora-108914618460184,,,,,,-39.3602037,-72.1639258,no,https://www.openstreetmap.org/node/9667371781
Govinda's Restaurant,restaurant,,,correo,,vrindalaserena@gmail.com,,https://www.facebook.com/govindalaserena,,,Lautaro 841,La Serena,,-29.9054867,-71.2457056,no,https://www.openstreetmap.org/node/9731535625
Bicicletería El Rayo,bicycle,,,telefono,72 253 1499,elrayo.bicicleteria@gmail.com,,https://www.facebook.com/elrayorancagua,,,Avenida Capitán Ramón Freire 155,Rancagua,,-34.1682255,-70.7349972,no,https://www.openstreetmap.org/node/9807411088
Di' Martin,convenience,,,red social,,,,https://www.facebook.com/pages/category/Bakery/Di-Martin-Panaderia-155548848473975,,,,,,-41.4056128,-72.9125866,no,https://www.openstreetmap.org/node/9820207963
Hostal Estado,,,,telefono,+56 9 6161 2839,,,https://www.facebook.com/hostalestado565,,,Paseo Peatonal del Estado 565,,,-34.1720569,-70.7411993,no,https://www.openstreetmap.org/node/9955991539
Automas,car repair,,,telefono,+56992149512,,,https://facebook.com/automaselectromecanica,,,,,,-33.0155375,-71.2716735,no,https://www.openstreetmap.org/node/9964100423
Punto y Coma 215,fast food,,,telefono,+56938831271,,,https://www.facebook.com/puntoycomaruta215,,,Ruta 215 CH Kilometro 8,Osorno,,-40.6071367,-73.0173872,no,https://www.openstreetmap.org/node/10088672140
La Chica del Aseo,carpet cleaner,,,whatsapp,,,,https://www.facebook.com/people/La-Chica-Del-aseo/100085168447862,,+56 9 7292 2594,Pasaje Enco 173,Panguipulli,,-39.6386044,-72.3195464,no,https://www.openstreetmap.org/node/10703029956
Escuela de Lenguaje Letritas,school,,,telefono,+56 41 238 0667,,,https://www.facebook.com/Escuela-Especial-De-Lenguaje-Letritas-100057332144280,,,Avenida Andalién 1086,,,-36.7921472,-73.0379678,no,https://www.openstreetmap.org/node/10971906484
Colegio Porvenir School,school,,,telefono,+56 41 236 5061,secreporvenir@gmail.com,,https://facebook.com/ColegioPorvenirSchool,,,Porvenir 787,Chiguayante,,-36.951315,-73.021985,no,https://www.openstreetmap.org/node/11282103684
Cuinco Zoo,,,,telefono,+56964435365,,,https://www.facebook.com/aves.cuincoalto.7,,,,,,-40.2058945,-72.650547,no,https://www.openstreetmap.org/node/11330627945
Silgon,hardware,,,telefono,+56 988 290 117,,,https://facebook.com/silgon,,,Covadonga 350,Cañete,,-37.8017965,-73.3984191,no,https://www.openstreetmap.org/node/11434912195
Escuela Especial de Lenguaje Santa Rosa de Pelequén,school,,,red social,,,,https://www.facebook.com/rosa.pelequen,,,Avenida Santa Rosa 145,Pelequén,,-34.4622351,-70.894356,no,https://www.openstreetmap.org/node/11462692093
Camping Alpehue,,,,red social,,,,https://facebook.com/campingalpehue,,,,,,-38.9435243,-71.6140379,no,https://www.openstreetmap.org/node/11700299085
San Pablo,pharmacy,,,telefono,+56 990 990 281,,,https://facebook.com/farmacia.sanpablo.92,,,Covadonga 316,Cañete,,-37.8017549,-73.3985683,no,https://www.openstreetmap.org/node/11869845475
Moya Garage,car repair,,,correo,,moya.garage@gmail.com,,https://facebook.com/moyagarage,,+56977029215,El Sauce 1548,,,-33.6306347,-70.618965,no,https://www.openstreetmap.org/node/11961666080
Liceo Técnico Forestal Escuadrón,school,,,telefono,+56 41 239 1264,liceo.escuadron@ier.cl,,https://facebook.com/liceotecnico.forestalescuadron,,,Ruta 160,Coronel,,-36.9185323,-73.1500909,no,https://www.openstreetmap.org/node/11988011705
duub Hostel & Cabañas,,,,telefono,+56996212169,reservas@duub.cl,,http://www.instragram.com/duubhostel,,,Ruta N-55 68,Las Trancas,,-36.9080736,-71.5241024,no,https://www.openstreetmap.org/node/12503354027
San Mateo,place of worship,,,red social,,,,https://www.facebook.com/misionanglicana.sanmateo,,,Camino Las Flores 19796,Pudahuel,,-33.4489626,-70.8487188,no,https://www.openstreetmap.org/node/13174014628
Boulder Plan Viña del Mar,,,,correo,,boulderplan@gmail.com,,https://www.facebook.com/BoulderPlan,,,5 Oriente 126,Viña del Mar,,-33.0221785,-71.5447208,no,https://www.openstreetmap.org/node/13231996404
Minimarket Spacio Kayfra,convenience,,,red social,,,,https://facebook.com/spaciokayframinimarketcochrane,,,,,,-47.2485194,-72.5671729,no,https://www.openstreetmap.org/node/13271206209
Bazar de la Trini,craft,,,telefono,+56 9 6630 8223,elbazardelatriniconcepcion@gmail.com,,https://www.facebook.com/bazardelatriniconce,,,Barros Arana 653,Concepción,,-36.8258189,-73.0509049,no,https://www.openstreetmap.org/node/13346946731
Camping Nahuelbuta,,,,telefono,+56 9 9269 5686,,,https://facebook.com/cabanasnahuelbuta,,,,,,-37.1921883,-72.9973145,no,https://www.openstreetmap.org/node/13364184100
Panadería Don Oso,bakery,,,correo,,panaderiadonoso@gmail.com,,https://facebook.com/OSODON,,,Batallón Atacama 224,,,-27.0686875,-70.8146875,no,https://www.openstreetmap.org/node/13379211201
Camping Los Robles,,,,telefono,+56 9 5312 3262,,,https://facebook.com/camping.losrobles,,,,,,-39.272438,-71.9608154,no,https://www.openstreetmap.org/node/13385951959
Camping Chanlelfu,,,,telefono,+56 9 9948 5455,,,https://facebook.com/camping.chanlelfu.1,,,,,,-39.8305626,-72.0204391,no,https://www.openstreetmap.org/node/13414505785
Camping El Oasis,,,,telefono,+56 9 8130 7415,,,https://facebook.com/Camping-El-Oasis-de-Reyehueico-913239745508452,,,,,,-39.6974802,-71.895121,no,https://www.openstreetmap.org/node/13416709778
Camping Pablito Ensenada,,,,telefono,+56 9 3958 1479,,,https://facebook.com/campingpablitoensenada,,,,,,-41.2196884,-72.5669403,no,https://www.openstreetmap.org/node/13431307704
Camping Picaflor,,,,telefono,+56 9 3173 6969,,,https://facebook.com/Campingpicaflor,,,,,,-44.9806862,-72.1793137,no,https://www.openstreetmap.org/node/13469256785
Farma Al Día,pharmacy,,,red social,,,,https://facebook.com/farmaaldiaspa,,,Avenida Paicaví 1376,,,-36.8139892,-73.0477189,no,https://www.openstreetmap.org/node/13483059601
Cordonería Carrusel,tailor,,,telefono,+56 9 75528628,,,https://facebook.com/cordoneriacarrusel.coyhaique,,,Freire 225,,,-45.5729611,-72.0724435,no,https://www.openstreetmap.org/node/13510456201
El Rincón de la Feña,clothes,,,telefono,+56 991410531,,,https://facebook.com/rincon.de.la.fena.2025,,,Doctor Steffens 470,,,-47.2544719,-72.5746188,no,https://www.openstreetmap.org/node/13520520186
Panadería Leandro,bakery,,,red social,,,,https://www.facebook.com/panaderialeandro,,,Piloto Pardo 237,,,-44.7333312,-72.6808852,no,https://www.openstreetmap.org/node/13531584971
Pizzas Garden,restaurant,,,telefono,+56 45 221 9350,,,https://facebook.com/pizzasgarden,,,Manuel Montt 290,,,-38.7377216,-72.5973886,no,https://www.openstreetmap.org/node/13567657101
Farmacia Chilena,pharmacy,,,telefono,+56 41 230 9887,farmaciachilena@gmail.com,,https://facebook.com/farmaciachilena,,+56 9 7872 0848,Colo Colo 682,Concepción,,-36.8238907,-73.0497341,no,https://www.openstreetmap.org/node/13596698997
Persa Cienfuegos,marketplace,,,red social,,,,https://www.facebook.com/p/Persa-Cienfuegos-La-Serena-100063469207741,,,José Ignacio Cienfuegos 425,La Serena,,-29.9023483,-71.2474701,no,https://www.openstreetmap.org/way/85505012
Terminal de Buses Los Notros,bus station,,,telefono,+56 43 251 2229,,,https://www.facebook.com/Terminal-de-Buses-Los-Notros-Nacimiento-693559674173297,,,Avenida Julio Hemmelmann 1115,Nacimiento,,-37.5004931,-72.6866818,no,https://www.openstreetmap.org/way/108548496
Liceo San Pedro,school,,,telefono,+56 41 339 5795,liceosanpedro@daemspp.cl,,https://facebook.com/Liceo-San-Pedro-100057263537184,,,Los Peumos 25,San Pedro de la Paz,,-36.8395343,-73.1107068,no,https://www.openstreetmap.org/way/115336714
Escuela Arturo Prat Chacón,school,,,telefono,+56 41 333 1910,arturopratchacon@educanete.cl,,https://facebook.com/APCHCanete,,,Condell 114,Cañete,,-37.8001545,-73.4003481,no,https://www.openstreetmap.org/way/161766726
Aguas Blancas,place of worship,,,red social,,,,https://www.facebook.com/iglesiasantuarioaguasblancas,,,,,,-37.7769062,-71.6989582,no,https://www.openstreetmap.org/way/295014076
Escuela de Lenguaje Rayen Antu,school,,,correo,,escuela.rayenantu@demcuranilahue.cl,,https://facebook.com/ESCUELA-DE-LENGUAJE-RAYEN-ANTU-100057236388800,,+56 9 4003 6190,Eduardo Frei Montalva 1400,Curanilahue,,-37.4695111,-73.3625062,no,https://www.openstreetmap.org/way/400532484
Hinojosa,butcher,,,red social,,,,https://www.facebook.com/HinojosaCecinas,,,,,,-33.6471844,-70.9193389,no,https://www.openstreetmap.org/way/449565598
Escuela Jorge Iván Valenzuela Zúñiga,school,,,telefono,+56 41 255 3272,ssaavedra@daemarauco.cl,,https://facebook.com/Escuela-Jorge-Iván-Valenzuela-Zúñiga-100057377471777,,,,Arauco,,-37.1490031,-73.5839146,no,https://www.openstreetmap.org/way/496457380
Hostal Central Cochrane,,,,telefono,+56 994929444,trudylok@hotmail.com,,https://facebook.com/hostalcentralcochrane,,,Teniente Merino 347,,,-47.25294,-72.576244,no,https://www.openstreetmap.org/way/533028073
Parque Alessandri,,,,red social,,,,https://www.facebook.com/parquealessandrinacimiento,,,,,,-37.5032261,-72.6777086,no,https://www.openstreetmap.org/way/556578217
Primera Iglesia Bautista,place of worship,,,telefono,+56988396021,ibautistalaserena@gmail.com,,https://www.facebook.com/pib.laserena,,,Benavente 630,La Serena,,-29.9043142,-71.2458511,no,https://www.openstreetmap.org/way/591314433
Pizzamania,restaurant,,,red social,,,,https://facebook.com/pizzamanialaserena,,,,,,-29.9351276,-71.2404519,no,https://www.openstreetmap.org/way/613159459
Camping Calabocillos,,,,telefono,+56 9 9223 8367,,,https://facebook.com/camping.calabocillos,,,,,,-35.3345898,-72.4342884,no,https://www.openstreetmap.org/way/676228634
Galería Palet,,,,red social,,,,https://www.facebook.com/p/Galer%C3%ADa-Palet-100057094524255,,,Barros Arana 653,Concepción,,-36.8262448,-73.0506243,no,https://www.openstreetmap.org/way/808881563
Sushi Takeshi Duo,restaurant,,,red social,,,,https://www.facebook.com/SushiTakeshiMaipu,,,Avenida La Farfana 1334,Maipú,,-33.4909183,-70.7701158,no,https://www.openstreetmap.org/way/871934569
Complejo Turístico Montemalal,,,,red social,,,,https://www.facebook.com/Complejo-tur%C3%ADstico-Montemalal-1526429490807850,,,,,,-37.2143811,-72.3899948,no,https://www.openstreetmap.org/way/888643426
Centro Recreativo Toleval,,,,telefono,+56 43 251 1203,,,https://www.facebook.com/centrorecreativoToleval,,,,,,-37.4904189,-72.6956863,no,https://www.openstreetmap.org/way/895396618
Biolac,cheese,,,telefono,+56 9 9221 1445,sociedadcomercialbiolac@gmail.com,,https://www.facebook.com/Biolac-Hacienda-de-Negrete-577206402699418,,+56 9 7495 9924,,,,-37.5301456,-72.6238168,no,https://www.openstreetmap.org/way/906892697
Camping Puente Palo,,,,red social,,,,https://facebook.com/campingpuente.palonacimiento.52,,,,,,-37.4418368,-72.7750853,no,https://www.openstreetmap.org/way/1072362333
Camping El Mirador,,,,telefono,+56 9 9870 6602,,,https://facebook.com/campingmirador.campingpicnic,,,,,,-40.3248944,-72.4916916,no,https://www.openstreetmap.org/way/1175168757
Colegio Alonso de Ercilla,school,,,telefono,+56 41 224 3937,secretariaalonso@gmail.com,,https://facebook.com/colegioalonsodeercillaconcepcion,,,Rancagua 114,Concepción,,-36.8367417,-73.0573239,no,https://www.openstreetmap.org/way/1182026547
Escuela Particular Diego Portales,school,,,telefono,+56 41 241 6867,escueladiegoportales@gmail.com,,https://facebook.com/escuela-diego-portales-1017705148290842,,,Sicilia 2967,Hualpén,,-36.7841629,-73.0957755,no,https://www.openstreetmap.org/way/1182300691
Escuela Francisco Coloane,school,,,telefono,+56 2 2869 2806,escuela.franciscocoloane@slepandaliencosta.gob.cl;esc.franciscocoloane@demcoronel.cl,,https://facebook.com/escuelafranciscocoloane,,,Alonso de Ercilla,Coronel,,-37.0455237,-73.5132048,no,https://www.openstreetmap.org/way/1183495445
Club Deportivo de Artes Marciales,,,,red social,,,,https://web.facebook.com/groups/553445548090586,,,,,,-47.2528396,-72.5702744,no,https://www.openstreetmap.org/way/1212093759
Camping El Bosque,,,,telefono,+56 9 7324 8133,,,https://facebook.com/campingelbosqueeltabo,,,,El Tabo,,-33.4492607,-71.6751347,no,https://www.openstreetmap.org/way/1339454035
Escuela de Lenguaje Yireh,school,,,telefono,+56332417081,,,https://facebook.com/escuelayireh,,,Andrés Bello 181,,,-33.0092792,-71.2572216,no,https://www.openstreetmap.org/way/1348213283
Texas Limache,,,,red social,,,,https://www.facebook.com/Texaslimache,,,,Limache,,-32.9945288,-71.2632407,no,https://www.openstreetmap.org/way/1358270399
Organización Vecinal Susana de La Hoz,community centre,,,red social,,,,https://www.facebook.com/profile.php?id=100094979118080,,,5510,La Serena,,-29.8802334,-71.217138,no,https://www.openstreetmap.org/way/1361053080
Tienda Aluén,clothes,,,telefono,+56 99955699,tiendaaluen@gmail.com,,https://facebook.com/tiendaaluen,,,Río Colonia 99,,,-47.2536101,-72.570352,no,https://www.openstreetmap.org/way/1447457034
Jardín Infantil y Sala Cuna Semillitas de La Paz,kindergarten,,,red social,,,,https://www.facebook.com/profile.php?id=100069838946962,,,Avenida La Paz 4022,La Serena,,-29.876405,-71.2233487,no,https://www.openstreetmap.org/way/1451434855
Outlet F Y M Alaska,houseware,,,red social,,,,https://www.facebook.com/fym.alaska.5,,,Caupolicán,Concepción,,-36.8242372,-73.0525569,no,https://www.openstreetmap.org/way/1456110522
Divino Restorant,restaurant,,,telefono,+56 966 840 904,marketgymspa@gmail.com,,https://www.facebook.com/p/Divino-Restorant-100079079102941,,,,Contulmo,,-38.0059135,-73.2240996,no,https://www.openstreetmap.org/way/1456802051
Hostal Cisne Blanco,,,,telefono,+56 962297633,,,https://facebook.com/Hostalcisneblanco,,,,,,-44.7336014,-72.6804704,no,https://www.openstreetmap.org/way/1457114028
Escuela Primer Agua,school,,,telefono,0832445863,carmenavilaysalazar@gmail.com,,https://facebook.com/www.facebook.com/escuelaprimeragua,,,Ruta P-72-S,,,-38.4082873,-73.499836,no,https://www.openstreetmap.org/way/1468587971
Escuela Especial de Lenguaje Santa Dominga,school,,,telefono,+56997789881,escueladelenguajesantadominga@gmail.com,,https://facebook.com/escueladelenguaje.santadominga,,,Ricardo Garrido Arce 895,Coronel,,-36.994103,-73.1519502,no,https://www.openstreetmap.org/way/1471509627
Escuela Escuadrón Coronel,school,,,telefono,+56 9 41 275 1393,,,https://facebook.com/escuelaescuadroncoronel,,,Avenida La Mora,Coronel,,-36.9701864,-73.1466447,no,https://www.openstreetmap.org/way/1532075773
Parcela San Antonio,,,,telefono,+56 9 9542 5212,,,,,,,,,-37.0436168,-72.8682911,no,https://www.openstreetmap.org/node/9374895309
Hites,clothes,,,red social,,,,,,,,,,-41.4733692,-72.9345095,no,https://www.openstreetmap.org/node/11778239711
Iglesia Anglicana Santiago Apóstol,place of worship,,,red social,,,,,,,Santo Domingo 639,Santiago,,-33.4354589,-70.6465728,no,https://www.openstreetmap.org/node/13168185431
Santísima Moda,clothes,78.181.607-8,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,,,,,Jardín del Este 53,Chillán,,-36.5888083,-72.0600539,no,https://www.openstreetmap.org/node/13836660311
Bayona,clothes,78.286.601-K,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,,,,,Jardín del Este 53,Chillán,,-36.5887353,-72.0602307,no,https://www.openstreetmap.org/node/13836660312
Urbana Tienda,clothes,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.588743,-72.0602829,no,https://www.openstreetmap.org/node/13836660313
Rosa Tigre,fast food,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5887275,-72.0601785,no,https://www.openstreetmap.org/node/13836660315
Quila Pets,pet,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5889037,-72.060095,no,https://www.openstreetmap.org/node/13836660322
Bengoa,butcher,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5888591,-72.0601053,no,https://www.openstreetmap.org/node/13836660323
Grido,ice cream,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5889482,-72.0600847,no,https://www.openstreetmap.org/node/13836660324
Bendito Bazar,yes,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5888146,-72.0601156,no,https://www.openstreetmap.org/node/13836660325
Multiespacio Pádel Center,,,,telefono,+56942299967,,,,,,,Curauma,,-33.1139603,-71.577877,no,https://www.openstreetmap.org/node/14042413411
Complejo Deportivo Santa Laura,,,,telefono,+56987231016,,,,,,Avenida Cardenal Samoré 3160,Curauma,,-33.1392405,-71.5645763,no,https://www.openstreetmap.org/way/806930944
Espacio del Real,,,,red social,,,,,,,Jardín del Este 53,Chillán,,-36.5888245,-72.0602973,no,https://www.openstreetmap.org/way/1000521664
CESFAM Techo Para Todos,clinic,,,telefono,+56 6 5225 3724,,,,,,Santa Inés,Puerto Montt,,-41.461801,-72.9650809,no,https://www.openstreetmap.org/way/1002130395
Museo Estancia Ñirehuao,,,,red social,,,,,,,Ruta X-45,Coyhaique,,-45.2712759,-71.7067569,no,https://www.openstreetmap.org/way/1369235237
Curauma Pádel Park,,,,telefono,+56983630589,,,,,,Avenida Cardenal Samoré 3063,Curauma,,-33.1373507,-71.5635384,no,https://www.openstreetmap.org/way/1543939312
Monumento a Los Soldados,,,,red social,,,,,,,,,,-37.3701678,-71.3461966,no,https://www.openstreetmap.org/node/1153814620
